"ID","Title","Automation Type","Created By","Created On","Expected Result","Preconditions","Priority","Section","Section Description","Steps","Steps","Steps (Expected Result)","Steps (Step)","Type","Updated By","Updated On"
"C117","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 11:17 AM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 4:50 PM"
"C188","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:49 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2750.3","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 4:52 PM"
"C189","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:49 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2800.3","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 4:53 PM"
"C190","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:49 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 4:59 PM"
"C196","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:59 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:02 PM"
"C197","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:59 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2750.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:03 PM"
"C198","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 4:59 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:03 PM"
"C200","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:05 PM"
"C201","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2750.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:05 PM"
"C202","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:06 PM"
"C204","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:06 PM"
"C205","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2750.25","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:06 PM"
"C206","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:00 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:07 PM"
"C211","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:08 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2650.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:09 PM"
"C213","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:09 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:09 PM"
"C214","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:09 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 31
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:10 PM"
"C215","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:10 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2650.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:11 PM"
"C216","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:11 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:12 PM"
"C217","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:11 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 89
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:12 PM"
"C218","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:13 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2650.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:13 PM"
"C219","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:13 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2700.2","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:13 PM"
"C220","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:13 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 90
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:13 PM"
"C221","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:14 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:15 PM"
"C222","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:14 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:15 PM"
"C223","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:14 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 91
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Economy
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:15 PM"
"C225","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 0
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:18 PM"
"C226","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 0
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:18 PM"
"C227","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3050.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:20 PM"
"C228","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3100.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:21 PM"
"C229","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 6
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:21 PM"
"C230","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3050.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:21 PM"
"C231","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3100.6","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:22 PM"
"C232","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 7
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:22 PM"
"C233","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2950.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:23 PM"
"C234","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3000.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:24 PM"
"C235","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 8
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:24 PM"
"C236","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2950.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:24 PM"
"C237","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3000.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:25 PM"
"C238","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 29
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:25 PM"
"C239","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 49
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 2950.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:25 PM"
"C240","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001

Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 50
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: 3000.5","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:26 PM"
"C241","Calculating Flight cost for Distance over 1000 miles"," None","Mariam Akter","5/22/2023 5:17 PM","","","Medium","Team 3 - Rahat","","1. Open the application
Expected Result:
The application page should be displayed2. Click on the input field for Distance [miles]: 1001


Expected Result:
The value should be stored into the application system3. Click on the input field for Departure Date [days]: 30
Expected Result:
The value should be stored into the application system4. Click on the dropdown menu of Seat Class: Business
Expected Result:
The value should be stored into the application system5. Click on the input field for extra baggage [kg] : 51
Expected Result:
The value should be stored into the application system6. Click on the 'Calculate Cost' button
Expected Result:
The cost value should be displayed [$]: invalid","","The application page should be displayed","Open the application","Functional","Mariam Akter","5/22/2023 5:26 PM"
